item_id,degree,scenario,alpha
295,31,low,0.0
296,33,low,0.0
297,37,low,0.0
298,29,low,0.0
299,23,low,0.0
300,35,low,0.0
301,27,low,0.0
302,38,low,0.0
303,32,low,0.0
304,24,low,0.0
305,32,low,0.0
306,50,low,0.0
307,33,low,0.0
308,29,low,0.0
309,23,low,0.0
310,28,low,0.0
311,44,low,0.0
312,26,low,0.0
313,26,low,0.0
314,34,low,0.0
315,26,low,0.0
316,29,low,0.0
317,26,low,0.0
318,36,low,0.0
319,36,low,0.0
320,33,low,0.0
321,28,low,0.0
322,32,low,0.0
323,29,low,0.0
324,32,low,0.0
325,31,low,0.0
326,31,low,0.0
327,24,low,0.0
328,32,low,0.0
329,20,low,0.0
330,29,low,0.0
331,25,low,0.0
332,22,low,0.0
333,26,low,0.0
334,40,low,0.0
335,30,low,0.0
336,26,low,0.0
337,28,low,0.0
338,26,low,0.0
339,28,low,0.0
340,30,low,0.0
341,31,low,0.0
342,26,low,0.0
343,33,low,0.0
344,23,low,0.0
345,20,low,0.0
346,28,low,0.0
347,26,low,0.0
348,29,low,0.0
349,24,low,0.0
350,31,low,0.0
351,33,low,0.0
352,24,low,0.0
353,29,low,0.0
354,28,low,0.0
355,30,low,0.0
356,25,low,0.0
357,22,low,0.0
358,35,low,0.0
359,32,low,0.0
360,25,low,0.0
361,36,low,0.0
362,23,low,0.0
363,29,low,0.0
364,34,low,0.0
365,22,low,0.0
366,28,low,0.0
367,38,low,0.0
368,30,low,0.0
369,34,low,0.0
370,37,low,0.0
371,25,low,0.0
372,26,low,0.0
373,34,low,0.0
374,32,low,0.0
375,35,low,0.0
376,31,low,0.0
377,22,low,0.0
378,19,low,0.0
379,33,low,0.0
380,28,low,0.0
381,31,low,0.0
382,28,low,0.0
383,28,low,0.0
384,34,low,0.0
385,33,low,0.0
386,26,low,0.0
387,18,low,0.0
388,29,low,0.0
389,31,low,0.0
390,29,low,0.0
391,31,low,0.0
392,29,low,0.0
393,41,low,0.0
394,28,low,0.0
395,29,low,0.0
396,28,low,0.0
397,28,low,0.0
398,29,low,0.0
399,27,low,0.0
400,27,low,0.0
401,40,low,0.0
402,22,low,0.0
403,24,low,0.0
404,27,low,0.0
405,37,low,0.0
406,19,low,0.0
407,41,low,0.0
408,35,low,0.0
409,32,low,0.0
410,24,low,0.0
411,36,low,0.0
412,29,low,0.0
413,33,low,0.0
414,21,low,0.0
415,41,low,0.0
416,23,low,0.0
417,27,low,0.0
418,24,low,0.0
419,27,low,0.0
420,36,low,0.0
421,32,low,0.0
422,26,low,0.0
423,31,low,0.0
424,18,low,0.0
425,33,low,0.0
426,38,low,0.0
427,31,low,0.0
428,35,low,0.0
429,35,low,0.0
430,36,low,0.0
431,38,low,0.0
432,26,low,0.0
433,36,low,0.0
434,37,low,0.0
435,30,low,0.0
436,24,low,0.0
437,26,low,0.0
438,26,low,0.0
439,37,low,0.0
440,29,low,0.0
441,28,low,0.0
442,33,low,0.0
443,21,low,0.0
444,33,low,0.0
445,28,low,0.0
446,32,low,0.0
447,30,low,0.0
448,26,low,0.0
449,28,low,0.0
450,24,low,0.0
451,31,low,0.0
452,30,low,0.0
453,36,low,0.0
454,40,low,0.0
455,26,low,0.0
456,36,low,0.0
457,36,low,0.0
458,27,low,0.0
459,23,low,0.0
460,27,low,0.0
461,24,low,0.0
462,31,low,0.0
463,37,low,0.0
464,27,low,0.0
465,25,low,0.0
466,34,low,0.0
467,36,low,0.0
468,29,low,0.0
469,35,low,0.0
470,31,low,0.0
471,28,low,0.0
472,31,low,0.0
473,46,low,0.0
474,29,low,0.0
475,38,low,0.0
476,39,low,0.0
477,23,low,0.0
478,32,low,0.0
479,29,low,0.0
480,29,low,0.0
481,31,low,0.0
482,22,low,0.0
483,31,low,0.0
484,25,low,0.0
485,38,low,0.0
486,25,low,0.0
487,17,low,0.0
488,28,low,0.0
489,31,low,0.0
490,36,low,0.0
491,30,low,0.0
492,32,low,0.0
493,38,low,0.0
494,28,low,0.0
495,27,low,0.0
496,42,low,0.0
497,29,low,0.0
498,29,low,0.0
499,34,low,0.0
500,31,low,0.0
501,27,low,0.0
502,40,low,0.0
503,33,low,0.0
504,27,low,0.0
505,33,low,0.0
506,38,low,0.0
507,29,low,0.0
508,35,low,0.0
509,33,low,0.0
510,27,low,0.0
511,27,low,0.0
512,29,low,0.0
513,22,low,0.0
514,22,low,0.0
515,28,low,0.0
516,41,low,0.0
517,30,low,0.0
518,25,low,0.0
519,30,low,0.0
520,26,low,0.0
521,26,low,0.0
522,41,low,0.0
523,24,low,0.0
524,30,low,0.0
525,38,low,0.0
526,38,low,0.0
527,29,low,0.0
528,37,low,0.0
529,27,low,0.0
530,28,low,0.0
531,41,low,0.0
532,42,low,0.0
533,20,low,0.0
534,18,low,0.0
535,22,low,0.0
536,41,low,0.0
537,23,low,0.0
538,27,low,0.0
539,23,low,0.0
540,33,low,0.0
541,29,low,0.0
542,27,low,0.0
543,28,low,0.0
544,29,low,0.0
545,28,low,0.0
546,32,low,0.0
547,29,low,0.0
548,33,low,0.0
549,22,low,0.0
550,31,low,0.0
551,39,low,0.0
552,36,low,0.0
553,26,low,0.0
554,31,low,0.0
555,25,low,0.0
556,32,low,0.0
557,29,low,0.0
558,25,low,0.0
559,34,low,0.0
560,26,low,0.0
561,27,low,0.0
562,30,low,0.0
563,22,low,0.0
564,32,low,0.0
565,30,low,0.0
566,33,low,0.0
567,32,low,0.0
568,23,low,0.0
569,30,low,0.0
570,33,low,0.0
571,24,low,0.0
572,28,low,0.0
573,31,low,0.0
574,20,low,0.0
575,33,low,0.0
576,43,low,0.0
577,30,low,0.0
578,27,low,0.0
579,33,low,0.0
580,18,low,0.0
581,27,low,0.0
582,37,low,0.0
583,25,low,0.0
584,30,low,0.0
585,23,low,0.0
586,36,low,0.0
587,29,low,0.0
588,35,low,0.0
589,15,low,0.0
590,20,low,0.0
591,30,low,0.0
592,25,low,0.0
593,27,low,0.0
594,23,low,0.0
595,44,low,0.0
596,28,low,0.0
597,38,low,0.0
598,28,low,0.0
599,30,low,0.0
