user_id,item_id,interaction_order,user_community,item_community
6,271,12,1,1
6,442,13,1,2
6,333,14,1,3
6,150,15,1,0
6,503,16,1,3
6,557,17,1,2
6,491,18,1,1
6,36,19,1,1
6,206,20,1,1
7,455,1,0,0
7,221,2,0,1
7,225,3,0,0
7,79,4,0,4
7,248,5,0,3
7,193,6,0,3
7,167,7,0,2
7,325,8,0,0
7,197,9,0,2
7,576,10,0,1
7,110,11,0,0
7,300,12,0,0
7,500,13,0,0
7,485,14,0,0
7,466,15,0,1
7,514,16,0,4
7,575,17,0,0
7,63,18,0,3
7,330,19,0,0
7,588,20,0,3
8,47,1,2,2
8,497,2,2,2
8,597,3,2,2
8,112,4,2,2
8,576,5,2,1
8,537,6,2,2
8,362,7,2,2
8,22,8,2,2
8,206,9,2,1
8,25,10,2,0
8,582,11,2,2
8,301,12,2,1
8,248,13,2,3
8,592,14,2,2
8,242,15,2,2
8,57,16,2,2
8,247,17,2,2
8,182,18,2,2
8,413,19,2,3
8,377,20,2,2
9,560,1,0,0
9,456,2,0,1
9,112,3,0,2
9,206,4,0,1
9,229,5,0,4
9,177,6,0,2
9,534,7,0,4
9,486,8,0,1
9,32,9,0,2
9,290,10,0,0
9,80,11,0,0
9,169,12,0,4
9,505,13,0,0
9,579,14,0,4
9,576,15,0,1
9,480,16,0,0
9,58,17,0,3
9,582,18,0,2
9,393,19,0,3
9,287,20,0,2
10,270,1,0,0
10,147,2,0,2
10,25,3,0,0
10,135,4,0,0
10,102,5,0,2
10,583,6,0,3
10,342,7,0,2
10,302,8,0,2
10,100,9,0,0
10,462,10,0,2
10,32,11,0,2
10,553,12,0,3
10,123,13,0,3
10,505,14,0,0
10,582,15,0,2
10,285,16,0,0
10,337,17,0,2
10,125,18,0,0
10,116,19,0,1
10,540,20,0,0
11,112,1,2,2
11,242,2,2,2
11,597,3,2,2
11,276,4,2,1
11,287,5,2,2
11,262,6,2,2
11,67,7,2,2
11,427,8,2,2
11,254,9,2,4
11,279,10,2,4
11,338,11,2,3
11,596,12,2,1
11,104,13,2,4
11,366,14,2,1
11,257,15,2,2
11,569,16,2,4
11,271,17,2,1
11,31,18,2,1
11,141,19,2,1
11,43,20,2,3
12,498,1,3,3
12,222,2,3,2
12,448,3,3,3
12,548,4,3,3
12,122,5,3,2
12,409,6,3,4
12,569,7,3,4
12,249,8,3,4
12,80,9,3,0
12,458,10,3,3
12,455,11,3,0
12,387,12,3,2
12,164,13,3,4
12,103,14,3,3
12,138,15,3,3
12,273,16,3,3
12,402,17,3,2
12,128,18,3,3
12,303,19,3,3
12,98,20,3,3
13,169,1,4,4
13,439,2,4,4
13,494,3,4,4
13,464,4,4,4
13,185,5,4,0
13,303,6,4,3
13,257,7,4,2
13,196,8,4,1
13,240,9,4,0
13,259,10,4,4
13,99,11,4,4
13,409,12,4,4
13,146,13,4,1
13,440,14,4,0
13,209,15,4,4
13,254,16,4,4
13,104,17,4,4
13,160,18,4,0
13,488,19,4,3
13,54,20,4,4
14,160,1,0,0
14,210,2,0,0
14,454,3,0,4
14,295,4,0,0
14,257,5,0,2
14,483,6,0,3
14,493,7,0,3
14,180,8,0,0
14,47,9,0,2
14,597,10,0,2
14,510,11,0,0
14,244,12,0,4
14,141,13,0,1
14,10,14,0,0
14,525,15,0,0
14,235,16,0,0
14,215,17,0,0
14,452,18,0,2
14,302,19,0,2
14,71,20,0,1
15,164,1,4,4
15,158,2,4,3
15,25,3,4,0
15,488,4,4,3
15,141,5,4,1
15,597,6,4,2
15,325,7,4,0
15,4,8,4,4
15,504,9,4,4
15,205,10,4,0
15,111,11,4,1
15,454,12,4,4
15,149,13,4,4
15,549,14,4,4
15,387,15,4,2
15,103,16,4,3
15,229,17,4,4
15,124,18,4,4
15,580,19,4,0
15,459,20,4,4
16,483,1,2,3
16,242,2,2,2
16,174,3,2,4
16,257,4,2,2
16,241,5,2,1
16,557,6,2,2
16,152,7,2,2
16,163,8,2,3
16,165,9,2,0
16,492,10,2,2
16,117,11,2,2
16,225,12,2,0
16,548,13,2,3
16,572,14,2,2
16,433,15,2,3
16,59,16,2,4
16,110,17,2,0
16,452,18,2,2
16,157,19,2,2
16,81,20,2,1
17,292,1,1,2
17,566,2,1,1
17,235,3,1,0
17,336,4,1,1
17,466,5,1,1
17,548,6,1,3
17,141,7,1,1
17,436,8,1,1
17,81,9,1,1
17,525,10,1,0
17,87,11,1,2
17,208,12,1,3
17,421,13,1,1
17,152,14,1,2
17,278,15,1,3
17,446,16,1,1
17,439,17,1,4
17,166,18,1,1
17,483,19,1,3
17,276,20,1,1
18,520,1,0,0
18,20,2,0,0
18,25,3,0,0
18,480,4,0,0
18,438,5,0,3
18,585,6,0,0
18,137,7,0,2
18,356,8,0,1
18,396,9,0,1
18,257,10,0,2
18,298,11,0,3
18,505,12,0,0
18,185,13,0,0
18,167,14,0,2
18,330,15,0,0
18,23,16,0,3
18,170,17,0,0
18,205,18,0,0
18,512,19,0,2
18,450,20,0,0
19,576,1,1,1
19,122,2,1,2
19,257,3,1,2
19,361,4,1,1
19,478,5,1,3
19,99,6,1,4
19,206,7,1,1
19,295,8,1,0
19,193,9,1,3
19,435,10,1,0
19,553,11,1,3
19,582,12,1,2
19,104,13,1,4
19,333,14,1,3
19,22,15,1,2
19,413,16,1,3
19,545,17,1,0
19,121,18,1,1
19,535,19,1,0
19,242,20,1,2
20,548,1,4,3
20,413,2,4,3
20,129,3,4,4
20,104,4,4,4
20,518,5,4,3
20,185,6,4,0
20,164,7,4,4
20,394,8,4,4
20,449,9,4,4
20,149,10,4,4
20,169,11,4,4
20,340,12,4,0
20,255,13,4,0
20,61,14,4,1
20,178,15,4,3
20,472,16,4,2
20,239,17,4,4
20,154,18,4,4
20,393,19,4,3
20,509,20,4,4
21,480,1,0,0
21,242,2,0,2
21,240,3,0,0
21,279,4,0,4
21,415,5,0,0
21,149,6,0,4
21,576,7,0,1
21,224,8,0,4
21,329,9,0,4
21,270,10,0,0
21,104,11,0,4
21,338,12,0,3
21,257,13,0,2
21,225,14,0,0
21,40,15,0,0
21,290,16,0,0
21,247,17,0,2
21,433,18,0,3
21,548,19,0,3
21,418,20,0,3
22,152,1,2,2
22,161,2,2,1
22,172,3,2,2
22,242,4,2,2
22,527,5,2,2
22,522,6,2,2
22,141,7,2,1
22,331,8,2,1
22,453,9,2,3
22,368,10,2,3
22,597,11,2,2
22,196,12,2,1
22,598,13,2,3
22,293,14,2,3
22,273,15,2,3
22,361,16,2,1
22,103,17,2,3
22,548,18,2,3
22,457,19,2,2
22,366,20,2,1
23,111,1,0,1
23,229,2,0,4
23,25,3,0,0
23,295,4,0,0
23,16,5,0,1
23,180,6,0,0
23,350,7,0,0
23,185,8,0,0
23,425,9,0,0
23,261,10,0,1
23,215,11,0,0
23,164,12,0,4
23,105,13,0,0
23,141,14,0,1
23,28,15,0,3
23,495,16,0,0
23,433,17,0,3
23,291,18,0,1
23,355,19,0,0
23,81,20,0,1
24,497,1,2,2
24,10,2,2,0
24,117,3,2,2
24,267,4,2,2
24,97,5,2,2
24,141,6,2,1
24,430,7,2,0
24,417,8,2,2
24,25,9,2,0
24,379,10,2,4
24,371,11,2,1
24,207,12,2,2
24,212,13,2,2
24,343,14,2,3
24,353,15,2,3
24,437,16,2,2
24,580,17,2,0
24,470,18,2,0
24,181,19,2,1
24,257,20,2,2
25,309,1,2,4
25,579,2,2,4
25,462,3,2,2
25,242,4,2,2
25,327,5,2,2
25,7,6,2,2
25,559,7,2,4
25,282,8,2,2
25,588,9,2,3
25,433,10,2,3
25,589,11,2,4
25,548,12,2,3
25,526,13,2,1
25,99,14,2,4
25,47,15,2,2
25,527,16,2,2
25,257,17,2,2
25,439,18,2,4
25,355,19,2,0
25,10,20,2,0
26,378,1,3,3
26,464,2,3,4
26,158,3,3,3
26,548,4,3,3
26,260,5,3,0
26,201,6,3,1
26,53,7,3,3
26,67,8,3,2
26,318,9,3,3
26,513,10,3,3
26,592,11,3,2
26,170,12,3,0
26,412,13,3,2
26,418,14,3,3
26,153,15,3,3
26,281,16,3,1
26,514,17,3,4
26,103,18,3,3
26,205,19,3,0
26,518,20,3,3
27,152,1,2,2
27,225,2,2,0
27,22,3,2,2
27,477,4,2,2
27,169,5,2,4
27,377,6,2,2
27,284,7,2,4
27,497,8,2,2
27,233,9,2,3
27,355,10,2,0
27,7,11,2,2
27,223,12,2,3
27,61,13,2,1
27,67,14,2,2
27,13,15,2,3
27,242,16,2,2
27,257,17,2,2
27,338,18,2,3
27,206,19,2,1
27,295,20,2,0
28,160,1,3,0
28,13,2,3,3
28,98,3,3,3
28,513,4,3,3
28,583,5,3,3
28,501,6,3,1
28,548,7,3,3
28,266,8,3,1
28,303,9,3,3
28,578,10,3,3
28,248,11,3,3
28,301,12,3,1
28,69,13,3,4
28,192,14,3,2
28,283,15,3,3
28,163,16,3,3
28,558,17,3,3
28,36,18,3,1
28,592,19,3,2
28,280,20,3,0
29,472,1,1,2
29,565,2,1,0
29,268,3,1,3
29,205,4,1,0
29,437,5,1,2
29,141,6,1,1
29,416,7,1,1
29,361,8,1,1
29,199,9,1,4
29,330,10,1,0
29,251,11,1,1
29,542,12,1,2
29,136,13,1,1
29,206,14,1,1
29,85,15,1,0
29,29,16,1,4
29,391,17,1,1
29,91,18,1,1
29,156,19,1,1
29,504,20,1,4
30,161,1,1,1
30,141,2,1,1
30,276,3,1,1
30,61,4,1,1
30,191,5,1,1
30,123,6,1,3
30,30,7,1,0
30,559,8,1,4
30,116,9,1,1
30,206,10,1,1
30,164,11,1,4
30,444,12,1,4
30,22,13,1,2
30,196,14,1,1
30,471,15,1,1
30,185,16,1,0
30,77,17,1,2
30,25,18,1,0
30,295,19,1,0
30,594,20,1,4
31,243,1,2,3
31,487,2,2,2
31,537,3,2,2
31,297,4,2,2
31,25,5,2,0
31,57,6,2,2
31,22,7,2,2
31,377,8,2,2
31,162,9,2,2
31,346,10,2,1
31,533,11,2,3
31,242,12,2,2
31,232,13,2,2
31,545,14,2,0
31,196,15,2,1
31,257,16,2,2
31,164,17,2,4
31,167,18,2,2
31,466,19,2,1
31,59,20,2,4
32,158,1,0,3
32,110,2,0,0
32,327,3,0,2
32,266,4,0,1
32,276,5,0,1
32,104,6,0,4
32,299,7,0,4
32,313,8,0,3
32,548,9,0,3
32,469,10,0,4
32,359,11,0,4
32,160,12,0,0
32,79,13,0,4
32,530,14,0,0
32,28,15,0,3
32,76,16,0,1
32,403,17,0,3
32,555,18,0,0
32,36,19,0,1
32,471,20,0,1
33,231,1,0,1
33,25,2,0,0
33,248,3,0,3
33,435,4,0,0
33,51,5,0,1
33,355,6,0,0
33,220,7,0,0
33,75,8,0,0
33,112,9,0,2
33,58,10,0,3
33,180,11,0,0
33,569,12,0,4
33,35,13,0,0
33,565,14,0,0
33,185,15,0,0
33,393,16,0,3
33,154,17,0,4
33,533,18,0,3
33,513,19,0,3
33,548,20,0,3
34,330,1,3,0
34,206,2,3,1
34,253,3,3,3
34,43,4,3,3
34,305,5,3,0
34,225,6,3,0
34,270,7,3,0
34,422,8,3,2
34,72,9,3,2
34,341,10,3,1
34,93,11,3,3
34,548,12,3,3
34,322,13,3,2
34,357,14,3,2
34,591,15,3,1
34,483,16,3,3
34,463,17,3,3
34,576,18,3,1
34,471,19,3,1
34,229,20,3,4
35,116,1,1,1
35,196,2,1,1
35,63,3,1,3
35,451,4,1,1
35,422,5,1,2
35,409,6,1,4
35,572,7,1,2
35,33,8,1,3
35,170,9,1,0
35,423,10,1,3
35,30,11,1,0
35,356,12,1,1
35,121,13,1,1
35,3,14,1,3
35,126,15,1,1
35,412,16,1,2
35,535,17,1,0
35,582,18,1,2
35,171,19,1,1
35,178,20,1,3
36,25,1,0,0
36,308,2,0,3
36,590,3,0,0
36,35,4,0,0
36,211,5,0,1
36,185,6,0,0
36,119,7,0,4
36,47,8,0,2
36,305,9,0,0
36,104,10,0,4
36,199,11,0,4
36,169,12,0,4
36,435,13,0,0
36,478,14,0,3
36,245,15,0,0
36,90,16,0,0
36,257,17,0,2
36,160,18,0,0
36,130,19,0,0
36,545,20,0,0
37,36,1,1,1
37,505,2,1,0
37,156,3,1,1
37,466,4,1,1
37,533,5,1,3
37,396,6,1,1
37,594,7,1,4
37,495,8,1,0
37,141,9,1,1
37,229,10,1,4
37,274,11,1,4
37,101,12,1,1
37,21,13,1,1
37,41,14,1,1
37,307,15,1,2
37,381,16,1,1
37,500,17,1,0
37,257,18,1,2
37,265,19,1,0
37,61,20,1,1
38,591,1,1,1
38,93,2,1,3
38,345,3,1,0
38,7,4,1,2
38,6,5,1,1
38,449,6,1,4
38,36,7,1,1
38,34,8,1,4
38,401,9,1,1
38,595,10,1,0
38,346,11,1,1
38,150,12,1,0
38,101,13,1,1
38,51,14,1,1
38,206,15,1,1
38,116,16,1,1
38,443,17,1,3
38,438,18,1,3
38,141,19,1,1
38,501,20,1,1
39,327,1,3,2
39,78,2,3,3
39,468,3,3,3
39,121,4,3,1
39,150,5,3,0
39,287,6,3,2
39,332,7,3,2
39,93,8,3,3
39,466,9,3,1
39,356,10,3,1
39,392,11,3,2
39,418,12,3,3
39,503,13,3,3
39,48,14,3,3
39,548,15,3,3
39,440,16,3,0
39,74,17,3,4
39,435,18,3,0
39,185,19,3,0
39,50,20,3,0
40,162,1,0,2
40,278,2,0,3
40,212,3,0,2
40,64,4,0,4
40,315,5,0,0
40,413,6,0,3
40,353,7,0,3
40,370,8,0,0
40,402,9,0,2
40,25,10,0,0
40,140,11,0,0
40,330,12,0,0
40,310,13,0,0
40,285,14,0,0
40,510,15,0,0
40,55,16,0,0
40,324,17,0,4
40,451,18,0,1
40,340,19,0,0
40,355,20,0,0
41,205,1,0,0
41,520,2,0,0
41,257,3,0,2
41,260,4,0,0
41,330,5,0,0
41,440,6,0,0
41,25,7,0,0
41,210,8,0,0
41,130,9,0,0
41,145,10,0,0
41,69,11,0,4
41,275,12,0,0
41,295,13,0,0
41,185,14,0,0
41,72,15,0,2
41,464,16,0,4
41,548,17,0,3
41,468,18,0,3
41,471,19,0,1
41,570,20,0,0
42,417,1,3,2
42,219,2,3,4
42,393,3,3,3
42,13,4,3,3
42,137,5,3,2
42,103,6,3,3
42,503,7,3,3
42,343,8,3,3
42,273,9,3,3
42,548,10,3,3
42,274,11,3,4
42,379,12,3,4
42,225,13,3,0
42,569,14,3,4
42,392,15,3,2
42,8,16,3,3
42,478,17,3,3
42,386,18,3,1
42,355,19,3,0
42,338,20,3,3
43,441,1,1,1
43,353,2,1,3
43,320,3,1,0
43,403,4,1,3
43,305,5,1,0
43,436,6,1,1
43,31,7,1,1
43,491,8,1,1
43,71,9,1,1
43,249,10,1,4
43,510,11,1,0
43,209,12,1,4
43,372,13,1,2
43,360,14,1,0
43,359,15,1,4
43,286,16,1,1
43,597,17,1,2
43,11,18,1,1
43,393,19,1,3
43,25,20,1,0
44,242,1,3,2
44,375,2,3,0
44,557,3,3,2
44,93,4,3,3
44,406,5,3,1
44,243,6,3,3
44,564,7,3,4
44,148,8,3,3
44,543,9,3,3
44,25,10,3,0
44,178,11,3,3
44,207,12,3,2
44,405,13,3,0
44,103,14,3,3
44,293,15,3,3
44,67,16,3,2
44,268,17,3,3
44,548,18,3,3
44,503,19,3,3
44,464,20,3,4
45,528,1,3,3
45,541,2,3,1
45,391,3,3,1
45,130,4,3,0
45,543,5,3,3
45,353,6,3,3
45,467,7,3,2
45,253,8,3,3
45,122,9,3,2
45,273,10,3,3
45,320,11,3,0
45,433,12,3,3
45,61,13,3,1
45,153,14,3,3
45,482,15,3,2
45,295,16,3,0
45,443,17,3,3
45,206,18,3,1
45,503,19,3,3
45,173,20,3,3
46,275,1,3,0
46,375,2,3,0
46,52,3,3,2
46,354,4,3,4
46,278,5,3,3
46,488,6,3,3
46,262,7,3,2
46,103,8,3,3
46,455,9,3,0
46,235,10,3,0
46,450,11,3,0
46,170,12,3,0
46,152,13,3,2
46,206,14,3,1
46,502,15,3,2
46,520,16,3,0
46,299,17,3,4
46,355,18,3,0
46,353,19,3,3
46,416,20,3,1
47,240,1,0,0
47,260,2,0,0
47,142,3,0,2
47,503,4,0,3
47,266,5,0,1
47,185,6,0,0
47,225,7,0,0
47,104,8,0,4
47,528,9,0,3
47,295,10,0,0
47,141,11,0,1
47,465,12,0,0
47,466,13,0,1
47,90,14,0,0
47,594,15,0,4
47,10,16,0,0
47,150,17,0,0
47,395,18,0,0
47,354,19,0,4
47,580,20,0,0
48,57,1,0,2
48,47,2,0,2
48,477,3,0,2
48,435,4,0,0
48,484,5,0,4
48,141,6,0,1
48,490,7,0,0
48,518,8,0,3
48,446,9,0,1
48,280,10,0,0
48,126,11,0,1
48,185,12,0,0
48,405,13,0,0
48,257,14,0,2
48,393,15,0,3
48,305,16,0,0
48,110,17,0,0
48,235,18,0,0
48,25,19,0,0
48,104,20,0,4
49,350,1,0,0
49,133,2,0,3
49,25,3,0,0
49,205,4,0,0
49,268,5,0,3
49,522,6,0,2
49,66,7,0,1
49,377,8,0,2
49,429,9,0,4
49,159,10,0,4
49,380,11,0,0
49,78,12,0,3
49,435,13,0,0
49,551,14,0,1
49,43,15,0,3
49,85,16,0,0
49,185,17,0,0
49,355,18,0,0
49,483,19,0,3
49,285,20,0,0
50,29,1,4,4
50,94,2,4,4
50,576,3,4,1
50,309,4,4,4
50,594,5,4,4
50,559,6,4,4
50,164,7,4,4
50,399,8,4,4
50,41,9,4,1
50,529,10,4,4
50,338,11,4,3
50,177,12,4,2
50,104,13,4,4
50,389,14,4,4
50,34,15,4,4
50,230,16,4,0
50,149,17,4,4
50,429,18,4,4
50,23,19,4,3
50,445,20,4,0
51,49,1,4,4
51,444,2,4,4
51,172,3,4,2
51,331,4,4,1
51,141,5,4,1
51,201,6,4,1
51,206,7,4,1
51,229,8,4,4
51,257,9,4,2
51,204,10,4,4
51,569,11,4,4
51,233,12,4,3
51,123,13,4,3
51,488,14,4,3
51,34,15,4,4
51,451,16,4,1
51,433,17,4,3
51,377,18,4,2
51,149,19,4,4
51,466,20,4,1
52,292,1,0,2
52,586,2,0,1
52,134,3,0,4
52,280,4,0,0
52,20,5,0,0
52,98,6,0,3
52,80,7,0,0
52,185,8,0,0
52,70,9,0,0
52,558,10,0,3
52,0,11,0,0
52,295,12,0,0
52,210,13,0,0
52,164,14,0,4
52,140,15,0,0
52,103,16,0,3
52,57,17,0,2
52,337,18,0,2
52,79,19,0,4
52,330,20,0,0
53,432,1,3,2
53,156,2,3,1
53,420,3,3,0
53,411,4,3,1
53,217,5,3,2
53,428,6,3,3
53,359,7,3,4
53,599,8,3,4
53,103,9,3,3
53,25,10,3,0
53,148,11,3,3
53,412,12,3,2
53,358,13,3,3
53,413,14,3,3
53,268,15,3,3
53,43,16,3,3
53,366,17,3,1
53,7,18,3,2
53,521,19,3,1
53,329,20,3,4
54,101,1,2,1
54,158,2,2,3
54,554,3,2,4
54,152,4,2,2
54,61,5,2,1
54,286,6,2,1
54,7,7,2,2
54,205,8,2,0
54,99,9,2,4
54,582,10,2,2
54,487,11,2,2
54,94,12,2,4
54,305,13,2,0
54,193,14,2,3
54,470,15,2,0
54,587,16,2,2
54,537,17,2,2
54,552,18,2,2
54,338,19,2,3
54,485,20,2,0
55,42,1,2,2
55,38,2,2,3
55,149,3,2,4
55,307,4,2,2
55,377,5,2,2
55,355,6,2,0
55,504,7,2,4
55,481,8,2,1
55,594,9,2,4
55,169,10,2,4
55,257,11,2,2
55,61,12,2,1
55,522,13,2,2
55,126,14,2,1
55,350,15,2,0
55,185,16,2,0
55,102,17,2,2
55,325,18,2,0
55,353,19,2,3
55,60,20,2,0
56,188,1,1,3
56,61,2,1,1
56,466,3,1,1
56,571,4,1,1
56,511,5,1,1
56,141,6,1,1
56,158,7,1,3
56,411,8,1,1
56,257,9,1,2
56,99,10,1,4
56,330,11,1,0
56,434,12,1,4
56,206,13,1,1
56,366,14,1,1
56,185,15,1,0
56,149,16,1,4
56,353,17,1,3
56,591,18,1,1
56,47,19,1,2
56,2,20,1,2
57,295,1,3,0
57,75,2,3,0
57,242,3,3,2
57,13,4,3,3
57,156,5,3,1
57,377,6,3,2
57,263,7,3,3
57,260,8,3,0
57,164,9,3,4
57,393,10,3,3
57,138,11,3,3
57,543,12,3,3
57,375,13,3,0
57,478,14,3,3
57,257,15,3,2
57,108,16,3,3
57,361,17,3,1
57,224,18,3,4
57,103,19,3,3
57,444,20,3,4
58,230,1,3,0
58,274,2,3,4
58,568,3,3,3
58,104,4,3,4
58,185,5,3,0
58,573,6,3,3
58,548,7,3,3
58,518,8,3,3
58,338,9,3,3
58,128,10,3,3
58,569,11,3,4
58,468,12,3,3
58,33,13,3,3
58,158,14,3,3
58,267,15,3,2
58,377,16,3,2
58,393,17,3,3
58,62,18,3,2
58,537,19,3,2
58,118,20,3,3
59,245,1,2,0
59,36,2,2,1
59,164,3,2,4
59,103,4,2,3
59,459,5,2,4
59,522,6,2,2
59,401,7,2,1
59,427,8,2,2
59,60,9,2,0
59,257,10,2,2
59,78,11,2,3
59,572,12,2,2
59,200,13,2,0
59,115,14,2,0
59,548,15,2,3
59,471,16,2,1
59,112,17,2,2
59,25,18,2,0
59,305,19,2,0
59,199,20,2,4
60,351,1,1,1
60,56,2,1,1
60,51,3,1,1
60,115,4,1,0
60,401,5,1,1
60,85,6,1,0
60,66,7,1,1
60,548,8,1,3
60,193,9,1,3
60,590,10,1,0
60,116,11,1,1
60,206,12,1,1
60,41,13,1,1
60,349,14,1,4
60,354,15,1,4
60,416,16,1,1
60,576,17,1,1
60,1,18,1,1
60,184,19,1,4
60,99,20,1,4
61,57,1,2,2
61,90,2,2,0
61,376,3,2,1
61,17,4,2,2
61,373,5,2,3
61,229,6,2,4
61,557,7,2,2
61,411,8,2,1
61,2,9,2,2
61,116,10,2,1
61,99,11,2,4
61,313,12,2,3
61,567,13,2,2
61,537,14,2,2
61,242,15,2,2
61,317,16,2,2
61,562,17,2,2
61,173,18,2,3
61,460,19,2,0
61,432,20,2,2
62,259,1,2,4
62,374,2,2,4
62,548,3,2,3
62,61,4,2,1
62,393,5,2,3
62,116,6,2,1
62,286,7,2,1
62,458,8,2,3
62,407,9,2,2
62,325,10,2,0
62,209,11,2,4
62,85,12,2,0
62,171,13,2,1
62,192,14,2,2
62,257,15,2,2
62,581,16,2,1
62,497,17,2,2
62,80,18,2,0
62,69,19,2,4
62,103,20,2,3
63,479,1,4,4
63,257,2,4,2
63,448,3,4,3
63,408,4,4,3
63,361,5,4,1
63,338,6,4,3
63,576,7,4,1
63,569,8,4,4
63,63,9,4,3
63,32,10,4,2
63,401,11,4,1
63,412,12,4,2
63,104,13,4,4
63,169,14,4,4
63,185,15,4,0
63,79,16,4,4
63,103,17,4,3
63,57,18,4,2
63,319,19,4,4
63,139,20,4,4
64,231,1,1,1
64,36,2,1,1
64,206,3,1,1
64,271,4,1,1
64,333,5,1,3
64,150,6,1,0
64,561,7,1,1
64,263,8,1,3
64,52,9,1,2
64,444,10,1,4
64,22,11,1,2
64,257,12,1,2
64,599,13,1,4
64,185,14,1,0
64,416,15,1,1
64,45,16,1,0
64,569,17,1,4
64,579,18,1,4
64,266,19,1,1
64,351,20,1,1
65,501,1,1,1
65,170,2,1,0
65,22,3,1,2
65,286,4,1,1
65,206,5,1,1
65,411,6,1,1
65,96,7,1,1
65,485,8,1,0
65,61,9,1,1
65,569,10,1,4
65,161,11,1,1
65,218,12,1,3
65,290,13,1,0
65,196,14,1,1
65,503,15,1,3
65,141,16,1,1
65,471,17,1,1
65,354,18,1,4
65,531,19,1,1
65,279,20,1,4
66,295,1,0,0
66,103,2,0,3
66,289,3,0,4
66,85,4,0,0
66,185,5,0,0
66,384,6,0,4
66,25,7,0,0
66,315,8,0,0
66,355,9,0,0
66,361,10,0,1
66,180,11,0,0
66,183,12,0,3
66,368,13,0,3
66,500,14,0,0
66,257,15,0,2
66,325,16,0,0
66,235,17,0,0
66,246,18,0,1
66,528,19,0,3
66,225,20,0,0
67,404,1,4,4
67,434,2,4,4
67,102,3,4,2
67,398,4,4,3
67,54,5,4,4
67,485,6,4,0
67,149,7,4,4
67,364,8,4,4
67,563,9,4,3
67,84,10,4,4
67,534,11,4,4
67,284,12,4,4
67,275,13,4,0
67,59,14,4,4
67,548,15,4,3
67,79,16,4,4
67,159,17,4,4
67,504,18,4,4
67,23,19,4,3
67,589,20,4,4
68,338,1,4,3
68,174,2,4,4
68,177,3,4,2
68,104,4,4,4
68,314,5,4,4
68,309,6,4,4
68,284,7,4,4
68,559,8,4,4
68,29,9,4,4
68,7,10,4,2
68,594,11,4,4
68,149,12,4,4
68,61,13,4,1
68,534,14,4,4
68,69,15,4,4
68,206,16,4,1
68,158,17,4,3
68,536,18,4,1
68,495,19,4,0
68,199,20,4,4
69,500,1,4,0
69,354,2,4,4
69,234,3,4,4
69,548,4,4,3
69,239,5,4,4
69,248,6,4,3
69,164,7,4,4
69,318,8,4,3
69,466,9,4,1
69,242,10,4,2
69,582,11,4,2
69,439,12,4,4
69,305,13,4,0
69,169,14,4,4
69,6,15,4,1
