item_id,degree,scenario,alpha
275,34,high,1.3
276,3,high,1.3
277,5,high,1.3
278,20,high,1.3
279,14,high,1.3
280,0,high,1.3
281,10,high,1.3
282,3,high,1.3
283,26,high,1.3
284,205,high,1.3
285,30,high,1.3
286,28,high,1.3
287,8,high,1.3
288,0,high,1.3
289,2,high,1.3
290,15,high,1.3
291,5,high,1.3
292,13,high,1.3
293,5,high,1.3
294,4,high,1.3
295,140,high,1.3
296,5,high,1.3
297,2,high,1.3
298,12,high,1.3
299,3,high,1.3
300,6,high,1.3
301,44,high,1.3
302,31,high,1.3
303,8,high,1.3
304,5,high,1.3
305,69,high,1.3
306,5,high,1.3
307,26,high,1.3
308,2,high,1.3
309,4,high,1.3
310,4,high,1.3
311,7,high,1.3
312,0,high,1.3
313,7,high,1.3
314,4,high,1.3
315,7,high,1.3
316,4,high,1.3
317,7,high,1.3
318,10,high,1.3
319,4,high,1.3
320,6,high,1.3
321,0,high,1.3
322,8,high,1.3
323,10,high,1.3
324,8,high,1.3
325,18,high,1.3
326,2,high,1.3
327,178,high,1.3
328,5,high,1.3
329,59,high,1.3
330,72,high,1.3
331,33,high,1.3
332,9,high,1.3
333,11,high,1.3
334,17,high,1.3
335,5,high,1.3
336,9,high,1.3
337,4,high,1.3
338,229,high,1.3
339,16,high,1.3
340,3,high,1.3
341,4,high,1.3
342,12,high,1.3
343,2,high,1.3
344,7,high,1.3
345,53,high,1.3
346,10,high,1.3
347,8,high,1.3
348,3,high,1.3
349,5,high,1.3
350,7,high,1.3
351,2,high,1.3
352,9,high,1.3
353,73,high,1.3
354,19,high,1.3
355,162,high,1.3
356,48,high,1.3
357,0,high,1.3
358,2,high,1.3
359,177,high,1.3
360,0,high,1.3
361,281,high,1.3
362,42,high,1.3
363,4,high,1.3
364,5,high,1.3
365,2,high,1.3
366,21,high,1.3
367,17,high,1.3
368,26,high,1.3
369,5,high,1.3
370,4,high,1.3
371,18,high,1.3
372,10,high,1.3
373,5,high,1.3
374,2,high,1.3
375,10,high,1.3
376,5,high,1.3
377,83,high,1.3
378,4,high,1.3
379,13,high,1.3
380,11,high,1.3
381,7,high,1.3
382,4,high,1.3
383,7,high,1.3
384,63,high,1.3
385,7,high,1.3
386,5,high,1.3
387,8,high,1.3
388,3,high,1.3
389,9,high,1.3
390,3,high,1.3
391,8,high,1.3
392,44,high,1.3
393,289,high,1.3
394,9,high,1.3
395,7,high,1.3
396,0,high,1.3
397,8,high,1.3
398,19,high,1.3
399,3,high,1.3
400,29,high,1.3
401,44,high,1.3
402,4,high,1.3
403,1,high,1.3
404,8,high,1.3
405,26,high,1.3
406,4,high,1.3
407,3,high,1.3
408,11,high,1.3
409,12,high,1.3
410,1,high,1.3
411,15,high,1.3
412,7,high,1.3
413,109,high,1.3
414,8,high,1.3
415,5,high,1.3
416,96,high,1.3
417,15,high,1.3
418,39,high,1.3
419,6,high,1.3
420,4,high,1.3
421,6,high,1.3
422,7,high,1.3
423,6,high,1.3
424,5,high,1.3
425,18,high,1.3
426,9,high,1.3
427,6,high,1.3
428,12,high,1.3
429,11,high,1.3
430,15,high,1.3
431,17,high,1.3
432,13,high,1.3
433,58,high,1.3
434,16,high,1.3
435,52,high,1.3
436,6,high,1.3
437,19,high,1.3
438,9,high,1.3
439,40,high,1.3
440,12,high,1.3
441,22,high,1.3
442,7,high,1.3
443,8,high,1.3
444,47,high,1.3
445,10,high,1.3
446,3,high,1.3
447,4,high,1.3
448,17,high,1.3
449,11,high,1.3
450,23,high,1.3
451,12,high,1.3
452,3,high,1.3
453,17,high,1.3
454,11,high,1.3
455,12,high,1.3
456,7,high,1.3
457,4,high,1.3
458,3,high,1.3
459,5,high,1.3
460,5,high,1.3
461,5,high,1.3
462,8,high,1.3
463,6,high,1.3
464,27,high,1.3
465,30,high,1.3
466,230,high,1.3
467,7,high,1.3
468,112,high,1.3
469,4,high,1.3
470,5,high,1.3
471,33,high,1.3
472,8,high,1.3
473,9,high,1.3
474,7,high,1.3
475,10,high,1.3
476,4,high,1.3
477,18,high,1.3
478,63,high,1.3
479,6,high,1.3
480,27,high,1.3
481,5,high,1.3
482,16,high,1.3
483,66,high,1.3
484,1,high,1.3
485,22,high,1.3
486,4,high,1.3
487,6,high,1.3
488,13,high,1.3
489,2,high,1.3
490,5,high,1.3
491,7,high,1.3
492,6,high,1.3
493,5,high,1.3
494,8,high,1.3
495,8,high,1.3
496,4,high,1.3
497,19,high,1.3
498,16,high,1.3
499,8,high,1.3
500,9,high,1.3
501,138,high,1.3
502,3,high,1.3
503,174,high,1.3
504,8,high,1.3
505,20,high,1.3
506,6,high,1.3
507,7,high,1.3
508,5,high,1.3
509,33,high,1.3
510,18,high,1.3
511,21,high,1.3
512,5,high,1.3
513,18,high,1.3
514,26,high,1.3
515,2,high,1.3
516,2,high,1.3
517,6,high,1.3
518,22,high,1.3
519,16,high,1.3
520,10,high,1.3
521,5,high,1.3
522,27,high,1.3
523,3,high,1.3
524,19,high,1.3
525,1,high,1.3
526,5,high,1.3
527,4,high,1.3
528,17,high,1.3
529,34,high,1.3
530,6,high,1.3
531,12,high,1.3
532,7,high,1.3
533,6,high,1.3
534,18,high,1.3
535,10,high,1.3
536,3,high,1.3
537,398,high,1.3
538,4,high,1.3
539,4,high,1.3
540,12,high,1.3
541,6,high,1.3
542,8,high,1.3
543,40,high,1.3
544,7,high,1.3
545,11,high,1.3
546,17,high,1.3
547,7,high,1.3
548,647,high,1.3
549,11,high,1.3
550,1,high,1.3
551,6,high,1.3
552,9,high,1.3
553,2,high,1.3
554,7,high,1.3
555,5,high,1.3
556,7,high,1.3
557,70,high,1.3
558,8,high,1.3
559,18,high,1.3
560,5,high,1.3
561,31,high,1.3
562,3,high,1.3
563,3,high,1.3
564,2,high,1.3
565,13,high,1.3
566,3,high,1.3
567,10,high,1.3
568,7,high,1.3
569,298,high,1.3
570,7,high,1.3
571,7,high,1.3
572,7,high,1.3
573,3,high,1.3
574,6,high,1.3
575,6,high,1.3
576,186,high,1.3
577,3,high,1.3
578,6,high,1.3
579,2,high,1.3
580,23,high,1.3
581,11,high,1.3
582,126,high,1.3
583,4,high,1.3
584,6,high,1.3
585,14,high,1.3
586,15,high,1.3
587,5,high,1.3
588,4,high,1.3
589,22,high,1.3
590,12,high,1.3
591,22,high,1.3
592,18,high,1.3
593,3,high,1.3
594,58,high,1.3
595,4,high,1.3
596,8,high,1.3
597,221,high,1.3
598,5,high,1.3
599,14,high,1.3
