user_id,item_id,interaction_order,user_community,item_community
23,302,3,0,2
23,327,4,0,2
23,380,5,0,0
23,189,6,0,4
23,510,7,0,0
23,135,8,0,0
23,200,9,0,0
23,478,10,0,3
23,244,11,0,4
23,75,12,0,0
23,335,13,0,0
23,266,14,0,1
23,330,15,0,0
23,197,16,0,2
23,11,17,0,1
23,112,18,0,2
23,449,19,0,4
23,160,20,0,0
24,536,1,2,1
24,7,2,2,2
24,107,3,2,2
24,572,4,2,2
24,359,5,2,4
24,122,6,2,2
24,482,7,2,2
24,134,8,2,4
24,297,9,2,2
24,396,10,2,1
24,180,11,2,0
24,287,12,2,2
24,329,13,2,4
24,542,14,2,2
24,90,15,2,0
24,216,16,2,1
24,212,17,2,2
24,434,18,2,4
24,27,19,2,2
24,42,20,2,2
25,106,1,2,1
25,494,2,2,4
25,7,3,2,2
25,542,4,2,2
25,47,5,2,2
25,457,6,2,2
25,582,7,2,2
25,121,8,2,1
25,272,9,2,2
25,133,10,2,3
25,509,11,2,4
25,555,12,2,0
25,11,13,2,1
25,25,14,2,0
25,554,15,2,4
25,571,16,2,1
25,365,17,2,0
25,330,18,2,0
25,557,19,2,2
25,247,20,2,2
26,440,1,3,0
26,511,2,3,1
26,565,3,3,0
26,439,4,3,4
26,593,5,3,3
26,228,6,3,3
26,556,7,3,1
26,416,8,3,1
26,516,9,3,1
26,154,10,3,4
26,222,11,3,2
26,145,12,3,0
26,90,13,3,0
26,132,14,3,2
26,582,15,3,2
26,371,16,3,1
26,104,17,3,4
26,278,18,3,3
26,188,19,3,3
26,128,20,3,3
27,412,1,2,2
27,391,2,2,1
27,84,3,2,4
27,65,4,2,0
27,223,5,2,3
27,390,6,2,0
27,367,7,2,2
27,247,8,2,2
27,312,9,2,2
27,531,10,2,1
27,264,11,2,4
27,172,12,2,2
27,92,13,2,2
27,27,14,2,2
27,18,15,2,3
27,7,16,2,2
27,69,17,2,4
27,292,18,2,2
27,167,19,2,2
27,83,20,2,3
28,272,1,3,2
28,379,2,3,4
28,268,3,3,3
28,25,4,3,0
28,328,5,3,3
28,505,6,3,0
28,9,7,3,4
28,558,8,3,3
28,202,9,3,2
28,593,10,3,3
28,587,11,3,2
28,588,12,3,3
28,88,13,3,3
28,473,14,3,3
28,171,15,3,1
28,193,16,3,3
28,288,17,3,3
28,361,18,3,1
28,458,19,3,3
28,13,20,3,3
29,516,1,1,1
29,166,2,1,1
29,156,3,1,1
29,111,4,1,1
29,235,5,1,0
29,108,6,1,3
29,212,7,1,2
29,430,8,1,0
29,406,9,1,1
29,181,10,1,1
29,208,11,1,3
29,233,12,1,3
29,404,13,1,4
29,586,14,1,1
29,317,15,1,2
29,301,16,1,1
29,17,17,1,2
29,268,18,1,3
29,120,19,1,0
29,512,20,1,2
30,157,1,1,2
30,163,2,1,3
30,106,3,1,1
30,204,4,1,4
30,427,5,1,2
30,366,6,1,1
30,319,7,1,4
30,96,8,1,1
30,22,9,1,2
30,311,10,1,1
30,64,11,1,4
30,561,12,1,1
30,426,13,1,1
30,7,14,1,2
30,77,15,1,2
30,556,16,1,1
30,596,17,1,1
30,363,18,1,3
30,143,19,1,3
30,483,20,1,3
31,318,1,2,3
31,537,2,2,2
31,507,3,2,2
31,458,4,2,3
31,462,5,2,2
31,460,6,2,0
31,557,7,2,2
31,483,8,2,3
31,594,9,2,4
31,260,10,2,0
31,56,11,2,1
31,302,12,2,2
31,185,13,2,0
31,57,14,2,2
31,187,15,2,2
31,463,16,2,3
31,392,17,2,2
31,453,18,2,3
31,19,19,2,4
31,597,20,2,2
32,210,1,0,0
32,90,2,0,0
32,493,3,0,3
32,154,4,0,4
32,355,5,0,0
32,153,6,0,3
32,100,7,0,0
32,156,8,0,1
32,490,9,0,0
32,255,10,0,0
32,246,11,0,1
32,339,12,0,4
32,250,13,0,0
32,501,14,0,1
32,300,15,0,0
32,85,16,0,0
32,315,17,0,0
32,195,18,0,0
32,470,19,0,0
32,580,20,0,0
33,522,1,0,2
33,188,2,0,3
33,556,3,0,1
33,265,4,0,0
33,272,5,0,2
33,552,6,0,2
33,430,7,0,0
33,93,8,0,3
33,351,9,0,1
33,51,10,0,1
33,67,11,0,2
33,60,12,0,0
33,270,13,0,0
33,599,14,0,4
33,249,15,0,4
33,289,16,0,4
33,113,17,0,3
33,211,18,0,1
33,538,19,0,3
33,567,20,0,2
34,118,1,3,3
34,228,2,3,3
34,376,3,3,1
34,158,4,3,3
34,320,5,3,0
34,233,6,3,3
34,153,7,3,3
34,313,8,3,3
34,546,9,3,1
34,353,10,3,3
34,476,11,3,1
34,463,12,3,3
34,579,13,3,4
34,208,14,3,3
34,232,15,3,2
34,178,16,3,3
34,221,17,3,1
34,37,18,3,2
34,222,19,3,2
34,323,20,3,3
35,21,1,1,1
35,451,2,1,1
35,56,3,1,1
35,121,4,1,1
35,366,5,1,1
35,388,6,1,3
35,202,7,1,2
35,332,8,1,2
35,111,9,1,1
35,582,10,1,2
35,521,11,1,1
35,531,12,1,1
35,119,13,1,4
35,516,14,1,1
35,175,15,1,0
35,421,16,1,1
35,505,17,1,0
35,251,18,1,1
35,129,19,1,4
35,457,20,1,2
36,170,1,0,0
36,358,2,0,3
36,281,3,0,1
36,230,4,0,0
36,290,5,0,0
36,257,6,0,2
36,194,7,0,4
36,538,8,0,3
36,40,9,0,0
36,457,10,0,2
36,210,11,0,0
36,311,12,0,1
36,595,13,0,0
36,19,14,0,4
36,107,15,0,2
36,550,16,0,0
36,296,17,0,1
36,104,18,0,4
36,260,19,0,0
36,45,20,0,0
37,436,1,1,1
37,13,2,1,3
37,101,3,1,1
37,328,4,1,3
37,511,5,1,1
37,221,6,1,1
37,41,7,1,1
37,501,8,1,1
37,141,9,1,1
37,341,10,1,1
37,39,11,1,4
37,256,12,1,1
37,413,13,1,3
37,52,14,1,2
37,33,15,1,3
37,521,16,1,1
37,433,17,1,3
37,171,18,1,1
37,516,19,1,1
37,473,20,1,3
38,251,1,1,1
38,361,2,1,1
38,276,3,1,1
38,150,4,1,0
38,27,5,1,2
38,218,6,1,3
38,522,7,1,2
38,141,8,1,1
38,196,9,1,1
38,182,10,1,2
38,89,11,1,4
38,507,12,1,2
38,80,13,1,0
38,219,14,1,4
38,5,15,1,0
38,311,16,1,1
38,156,17,1,1
38,416,18,1,1
38,90,19,1,0
38,456,20,1,1
39,535,1,3,0
39,148,2,3,3
39,475,3,3,0
39,143,4,3,3
39,293,5,3,3
39,558,6,3,3
39,63,7,3,3
39,317,8,3,2
39,73,9,3,3
39,333,10,3,3
39,198,11,3,3
39,250,12,3,0
39,178,13,3,3
39,452,14,3,2
39,584,15,3,4
39,408,16,3,3
39,40,17,3,0
39,118,18,3,3
39,323,19,3,3
39,483,20,3,3
40,374,1,0,4
40,473,2,0,3
40,573,3,0,3
40,95,4,0,0
40,322,5,0,2
40,350,6,0,0
40,29,7,0,4
40,341,8,0,1
40,430,9,0,0
40,397,10,0,2
40,452,11,0,2
40,260,12,0,0
40,384,13,0,4
40,394,14,0,4
40,241,15,0,1
40,288,16,0,3
40,597,17,0,2
40,351,18,0,1
40,349,19,0,4
40,120,20,0,0
41,230,1,0,0
41,355,2,0,0
41,310,3,0,0
41,462,4,0,2
41,85,5,0,0
41,62,6,0,2
41,223,7,0,3
41,30,8,0,0
41,301,9,0,1
41,202,10,0,2
41,220,11,0,0
41,140,12,0,0
41,433,13,0,3
41,115,14,0,0
41,201,15,0,1
41,565,16,0,0
41,489,17,0,4
41,266,18,0,1
41,354,19,0,4
41,517,20,0,2
42,33,1,3,3
42,338,2,3,3
42,319,3,3,4
42,98,4,3,3
42,58,5,3,3
42,570,6,3,0
42,139,7,3,4
42,223,8,3,3
42,563,9,3,3
42,72,10,3,2
42,88,11,3,3
42,328,12,3,3
42,278,13,3,3
42,128,14,3,3
42,136,15,3,1
42,503,16,3,3
42,498,17,3,3
42,385,18,3,0
42,252,19,3,2
42,167,20,3,2
43,570,1,1,0
43,191,2,1,1
43,171,3,1,1
43,303,4,1,3
43,6,5,1,1
43,416,6,1,1
43,203,7,1,3
43,581,8,1,1
43,225,9,1,0
43,226,10,1,1
43,149,11,1,4
43,299,12,1,4
43,15,13,1,0
43,326,14,1,1
43,261,15,1,1
43,176,16,1,1
43,306,17,1,1
43,103,18,1,3
43,386,19,1,1
43,316,20,1,1
44,334,1,3,4
44,99,2,3,4
44,15,3,3,0
44,46,4,3,1
44,200,5,3,0
44,373,6,3,3
44,117,7,3,2
44,271,8,3,1
44,73,9,3,3
44,450,10,3,0
44,268,11,3,3
44,502,12,3,2
44,9,13,3,4
44,515,14,3,0
44,418,15,3,3
44,496,16,3,1
44,556,17,3,1
44,598,18,3,3
44,3,19,3,3
44,328,20,3,3
45,118,1,3,3
45,368,2,3,3
45,558,3,3,3
45,492,4,3,2
45,343,5,3,3
45,296,6,3,1
45,139,7,3,4
45,517,8,3,2
45,576,9,3,1
45,138,10,3,3
45,542,11,3,2
45,533,12,3,3
45,527,13,3,2
45,87,14,3,2
45,493,15,3,3
45,399,16,3,4
45,211,17,3,1
45,163,18,3,3
45,463,19,3,3
45,297,20,3,2
46,344,1,3,4
46,518,2,3,3
46,398,3,3,3
46,447,4,3,2
46,528,5,3,3
46,478,6,3,3
46,125,7,3,0
46,118,8,3,3
46,508,9,3,3
46,174,10,3,4
46,596,11,3,1
46,456,12,3,1
46,493,13,3,3
46,237,14,3,2
46,429,15,3,4
46,488,16,3,3
46,438,17,3,3
46,253,18,3,3
46,556,19,3,1
46,272,20,3,2
47,445,1,0,0
47,170,2,0,0
47,282,3,0,2
47,348,4,0,3
47,267,5,0,2
47,305,6,0,0
47,510,7,0,0
47,442,8,0,2
47,238,9,0,3
47,300,10,0,0
47,204,11,0,4
47,142,12,0,2
47,401,13,0,1
47,225,14,0,0
47,490,15,0,0
47,151,16,0,1
47,568,17,0,3
47,349,18,0,4
47,480,19,0,0
47,90,20,0,0
48,305,1,0,0
48,82,2,0,2
48,149,3,0,4
48,594,4,0,4
48,535,5,0,0
48,385,6,0,0
48,136,7,0,1
48,280,8,0,0
48,245,9,0,0
48,147,10,0,2
48,515,11,0,0
48,300,12,0,0
48,445,13,0,0
48,333,14,0,3
48,582,15,0,2
48,100,16,0,0
48,135,17,0,0
48,212,18,0,2
48,484,19,0,4
48,5,20,0,0
49,345,1,0,0
49,520,2,0,0
49,528,3,0,3
49,135,4,0,0
49,110,5,0,0
49,123,6,0,3
49,215,7,0,0
49,434,8,0,4
49,404,9,0,4
49,500,10,0,0
49,469,11,0,4
49,418,12,0,3
49,47,13,0,2
49,19,14,0,4
49,505,15,0,0
49,477,16,0,2
49,297,17,0,2
49,104,18,0,4
49,458,19,0,3
49,55,20,0,0
50,444,1,4,4
50,415,2,4,0
50,211,3,4,1
50,453,4,4,3
50,214,5,4,4
50,231,6,4,1
50,81,7,4,1
50,594,8,4,4
50,413,9,4,3
50,129,10,4,4
50,502,11,4,2
50,324,12,4,4
50,389,13,4,4
50,70,14,4,0
50,561,15,4,1
50,45,16,4,0
50,384,17,4,4
50,156,18,4,1
50,63,19,4,3
50,309,20,4,4
51,169,1,4,4
51,18,2,4,3
51,574,3,4,4
51,174,4,4,4
51,554,5,4,4
51,359,6,4,4
51,99,7,4,4
51,279,8,4,4
51,408,9,4,3
51,33,10,4,3
51,589,11,4,4
51,133,12,4,3
51,444,13,4,4
51,335,14,4,0
51,110,15,4,0
51,524,16,4,4
51,24,17,4,4
51,28,18,4,3
51,416,19,4,1
51,261,20,4,1
52,227,1,0,2
52,395,2,0,0
52,562,3,0,2
52,460,4,0,0
52,225,5,0,0
52,259,6,0,4
52,191,7,0,1
52,125,8,0,0
52,145,9,0,0
52,488,10,0,3
52,447,11,0,2
52,351,12,0,1
52,37,13,0,2
52,454,14,0,4
52,261,15,0,1
52,315,16,0,0
52,247,17,0,2
52,274,18,0,4
52,139,19,0,4
52,258,20,0,3
53,328,1,3,3
53,588,2,3,3
53,130,3,3,0
53,318,4,3,3
53,14,5,3,4
53,88,6,3,3
53,76,7,3,1
53,198,8,3,3
53,64,9,3,4
53,564,10,3,4
53,0,11,3,0
53,329,12,3,4
53,241,13,3,1
53,164,14,3,4
53,133,15,3,3
53,98,16,3,3
53,56,17,3,1
53,370,18,3,0
53,71,19,3,1
53,366,20,3,1
54,21,1,2,1
54,92,2,2,2
54,36,3,2,1
54,403,4,2,3
54,97,5,2,2
54,422,6,2,2
54,410,7,2,0
54,404,8,2,4
54,512,9,2,2
54,417,10,2,2
54,4,11,2,4
54,272,12,2,2
54,352,13,2,2
54,89,14,2,4
54,425,15,2,0
54,218,16,2,3
54,599,17,2,4
54,147,18,2,2
54,353,19,2,3
54,320,20,2,0
55,477,1,2,2
55,148,2,2,3
55,194,3,2,4
55,202,4,2,2
55,153,5,2,3
55,311,6,2,1
55,60,7,2,0
55,93,8,2,3
55,192,9,2,2
55,326,10,2,1
55,92,11,2,2
55,574,12,2,4
55,7,13,2,2
55,478,14,2,3
55,88,15,2,3
55,466,16,2,1
55,355,17,2,0
55,525,18,2,0
55,547,19,2,2
55,582,20,2,2
56,39,1,1,4
56,36,2,1,1
56,144,3,1,4
56,328,4,1,3
56,391,5,1,1
56,367,6,1,2
56,492,7,1,2
56,474,8,1,4
56,586,9,1,1
56,166,10,1,1
56,282,11,1,2
56,59,12,1,4
56,499,13,1,4
56,126,14,1,1
56,363,15,1,3
56,186,16,1,1
56,96,17,1,1
56,336,18,1,1
56,366,19,1,1
56,58,20,1,3
57,196,1,3,1
57,54,2,3,4
57,591,3,3,1
57,568,4,3,3
57,516,5,3,1
57,141,6,3,1
57,160,7,3,0
57,38,8,3,3
57,284,9,3,4
57,84,10,3,4
57,343,11,3,3
57,445,12,3,0
57,236,13,3,1
57,138,14,3,3
57,188,15,3,3
57,362,16,3,2
57,153,17,3,3
57,473,18,3,3
57,227,19,3,2
57,423,20,3,3
58,298,1,3,3
58,58,2,3,3
58,246,3,3,1
58,579,4,3,4
58,147,5,3,2
58,370,6,3,0
58,9,7,3,4
58,268,8,3,3
58,163,9,3,3
58,388,10,3,3
58,128,11,3,3
58,529,12,3,4
58,368,13,3,3
58,469,14,3,4
58,265,15,3,0
58,108,16,3,3
58,358,17,3,3
58,223,18,3,3
58,91,19,3,1
58,438,20,3,3
59,510,1,2,0
59,549,2,2,4
59,189,3,2,4
59,576,4,2,1
59,382,5,2,2
59,552,6,2,2
59,327,7,2,2
59,102,8,2,2
59,577,9,2,2
59,233,10,2,3
59,278,11,2,3
59,272,12,2,2
59,117,13,2,2
59,457,14,2,2
59,154,15,2,4
59,122,16,2,2
59,27,17,2,2
59,524,18,2,4
59,572,19,2,2
59,50,20,2,0
60,161,1,1,1
60,456,2,1,1
60,162,3,1,2
60,431,4,1,1
60,412,5,1,2
60,76,6,1,1
60,541,7,1,1
60,566,8,1,1
60,33,9,1,3
60,325,10,1,0
60,96,11,1,1
60,113,12,1,3
60,26,13,1,1
60,506,14,1,1
60,271,15,1,1
60,256,16,1,1
60,58,17,1,3
60,116,18,1,1
60,199,19,1,4
60,198,20,1,3
61,428,1,2,3
61,46,2,2,1
61,198,3,2,3
61,73,4,2,3
61,360,5,2,0
61,212,6,2,2
61,414,7,2,4
61,33,8,2,3
61,112,9,2,2
61,187,10,2,2
61,57,11,2,2
61,358,12,2,3
61,42,13,2,2
61,0,14,2,0
61,367,15,2,2
61,85,16,2,0
61,588,17,2,3
61,110,18,2,0
61,549,19,2,4
61,577,20,2,2
62,92,1,2,2
62,86,2,2,1
62,389,3,2,4
62,16,4,2,1
62,387,5,2,2
62,232,6,2,2
62,550,7,2,0
62,419,8,2,4
62,2,9,2,2
62,117,10,2,2
62,558,11,2,3
62,332,12,2,2
62,457,13,2,2
62,517,14,2,2
62,250,15,2,0
62,57,16,2,2
62,557,17,2,2
62,172,18,2,2
62,552,19,2,2
62,436,20,2,1
63,290,1,4,0
63,389,2,4,4
63,539,3,4,4
63,59,4,4,4
63,407,5,4,2
63,118,6,4,3
63,311,7,4,1
63,456,8,4,1
63,418,9,4,3
63,339,10,4,4
63,214,11,4,4
63,84,12,4,4
63,171,13,4,1
63,194,14,4,4
63,264,15,4,4
63,573,16,4,3
63,484,17,4,4
63,79,18,4,4
63,68,19,4,3
63,99,20,4,4
64,481,1,1,1
64,286,2,1,1
64,456,3,1,1
64,421,4,1,1
64,384,5,1,4
64,356,6,1,1
64,576,7,1,1
64,571,8,1,1
64,46,9,1,1
64,26,10,1,1
64,416,11,1,1
64,426,12,1,1
64,112,13,1,2
64,185,14,1,0
64,202,15,1,2
64,61,16,1,1
64,83,17,1,3
64,41,18,1,1
64,338,19,1,3
64,136,20,1,1
65,260,1,1,0
65,16,2,1,1
65,211,3,1,1
65,297,4,1,2
65,346,5,1,1
65,599,6,1,4
65,36,7,1,1
65,291,8,1,1
65,359,9,1,4
65,453,10,1,3
65,286,11,1,1
65,46,12,1,1
65,191,13,1,1
65,431,14,1,1
65,27,15,1,2
65,565,16,1,0
65,579,17,1,4
65,294,18,1,4
65,15,19,1,0
65,152,20,1,2
66,506,1,0,1
66,220,2,0,0
66,175,3,0,0
66,15,4,0,0
66,424,5,0,4
66,145,6,0,0
66,529,7,0,4
66,491,8,0,1
66,565,9,0,0
66,164,10,0,4
66,243,11,0,3
66,314,12,0,4
66,508,13,0,3
66,133,14,0,3
66,310,15,0,0
66,361,16,0,1
66,210,17,0,0
66,203,18,0,3
66,480,19,0,0
66,303,20,0,3
67,214,1,4,4
67,22,2,4,2
67,359,3,4,4
67,191,4,4,1
67,407,5,4,2
67,298,6,4,3
67,351,7,4,1
67,189,8,4,4
67,400,9,4,0
67,81,10,4,1
67,198,11,4,3
67,417,12,4,2
67,514,13,4,4
67,209,14,4,4
67,289,15,4,4
67,389,16,4,4
67,199,17,4,4
67,337,18,4,2
67,264,19,4,4
67,535,20,4,0
68,151,1,4,1
68,444,2,4,4
68,84,3,4,4
68,415,4,4,0
68,42,5,4,2
68,527,6,4,2
68,489,7,4,4
68,389,8,4,4
68,556,9,4,1
68,66,10,4,1
68,544,11,4,4
68,314,12,4,4
68,309,13,4,4
68,44,14,4,4
68,304,15,4,4
68,161,16,4,1
68,501,17,4,1
68,18,18,4,3
68,419,19,4,4
68,584,20,4,4
69,219,1,4,4
69,4,2,4,4
69,94,3,4,4
69,24,4,4,4
69,554,5,4,4
69,334,6,4,4
69,339,7,4,4
69,338,8,4,3
69,198,9,4,3
69,591,10,4,1
69,149,11,4,4
69,45,12,4,0
69,528,13,4,3
69,52,14,4,2
69,359,15,4,4
