item_id,degree,scenario,alpha
270,13,medium,0.7
271,13,medium,0.7
272,13,medium,0.7
273,44,medium,0.7
274,54,medium,0.7
275,39,medium,0.7
276,21,medium,0.7
277,17,medium,0.7
278,43,medium,0.7
279,25,medium,0.7
280,13,medium,0.7
281,20,medium,0.7
282,18,medium,0.7
283,27,medium,0.7
284,110,medium,0.7
285,40,medium,0.7
286,49,medium,0.7
287,20,medium,0.7
288,6,medium,0.7
289,17,medium,0.7
290,15,medium,0.7
291,17,medium,0.7
292,18,medium,0.7
293,22,medium,0.7
294,23,medium,0.7
295,105,medium,0.7
296,10,medium,0.7
297,18,medium,0.7
298,12,medium,0.7
299,13,medium,0.7
300,15,medium,0.7
301,39,medium,0.7
302,27,medium,0.7
303,19,medium,0.7
304,10,medium,0.7
305,62,medium,0.7
306,15,medium,0.7
307,28,medium,0.7
308,11,medium,0.7
309,16,medium,0.7
310,19,medium,0.7
311,19,medium,0.7
312,8,medium,0.7
313,12,medium,0.7
314,12,medium,0.7
315,10,medium,0.7
316,13,medium,0.7
317,17,medium,0.7
318,21,medium,0.7
319,11,medium,0.7
320,17,medium,0.7
321,10,medium,0.7
322,11,medium,0.7
323,15,medium,0.7
324,15,medium,0.7
325,27,medium,0.7
326,13,medium,0.7
327,89,medium,0.7
328,17,medium,0.7
329,54,medium,0.7
330,68,medium,0.7
331,44,medium,0.7
332,15,medium,0.7
333,37,medium,0.7
334,23,medium,0.7
335,11,medium,0.7
336,16,medium,0.7
337,14,medium,0.7
338,114,medium,0.7
339,21,medium,0.7
340,19,medium,0.7
341,10,medium,0.7
342,14,medium,0.7
343,13,medium,0.7
344,17,medium,0.7
345,35,medium,0.7
346,22,medium,0.7
347,19,medium,0.7
348,11,medium,0.7
349,16,medium,0.7
350,17,medium,0.7
351,15,medium,0.7
352,16,medium,0.7
353,64,medium,0.7
354,27,medium,0.7
355,111,medium,0.7
356,47,medium,0.7
357,7,medium,0.7
358,10,medium,0.7
359,114,medium,0.7
360,9,medium,0.7
361,140,medium,0.7
362,45,medium,0.7
363,9,medium,0.7
364,11,medium,0.7
365,18,medium,0.7
366,28,medium,0.7
367,16,medium,0.7
368,27,medium,0.7
369,15,medium,0.7
370,12,medium,0.7
371,36,medium,0.7
372,23,medium,0.7
373,11,medium,0.7
374,14,medium,0.7
375,16,medium,0.7
376,18,medium,0.7
377,76,medium,0.7
378,9,medium,0.7
379,25,medium,0.7
380,17,medium,0.7
381,17,medium,0.7
382,16,medium,0.7
383,13,medium,0.7
384,55,medium,0.7
385,24,medium,0.7
386,18,medium,0.7
387,21,medium,0.7
388,12,medium,0.7
389,14,medium,0.7
390,15,medium,0.7
391,33,medium,0.7
392,48,medium,0.7
393,155,medium,0.7
394,19,medium,0.7
395,22,medium,0.7
396,28,medium,0.7
397,16,medium,0.7
398,33,medium,0.7
399,19,medium,0.7
400,33,medium,0.7
401,52,medium,0.7
402,14,medium,0.7
403,21,medium,0.7
404,27,medium,0.7
405,34,medium,0.7
406,24,medium,0.7
407,15,medium,0.7
408,25,medium,0.7
409,36,medium,0.7
410,11,medium,0.7
411,26,medium,0.7
412,24,medium,0.7
413,75,medium,0.7
414,17,medium,0.7
415,11,medium,0.7
416,73,medium,0.7
417,23,medium,0.7
418,41,medium,0.7
419,10,medium,0.7
420,16,medium,0.7
421,21,medium,0.7
422,17,medium,0.7
423,10,medium,0.7
424,11,medium,0.7
425,15,medium,0.7
426,12,medium,0.7
427,17,medium,0.7
428,22,medium,0.7
429,23,medium,0.7
430,25,medium,0.7
431,34,medium,0.7
432,18,medium,0.7
433,67,medium,0.7
434,36,medium,0.7
435,50,medium,0.7
436,17,medium,0.7
437,34,medium,0.7
438,14,medium,0.7
439,45,medium,0.7
440,30,medium,0.7
441,35,medium,0.7
442,14,medium,0.7
443,13,medium,0.7
444,43,medium,0.7
445,27,medium,0.7
446,12,medium,0.7
447,15,medium,0.7
448,23,medium,0.7
449,19,medium,0.7
450,24,medium,0.7
451,26,medium,0.7
452,17,medium,0.7
453,24,medium,0.7
454,23,medium,0.7
455,28,medium,0.7
456,22,medium,0.7
457,12,medium,0.7
458,12,medium,0.7
459,19,medium,0.7
460,19,medium,0.7
461,18,medium,0.7
462,19,medium,0.7
463,22,medium,0.7
464,32,medium,0.7
465,42,medium,0.7
466,119,medium,0.7
467,9,medium,0.7
468,66,medium,0.7
469,18,medium,0.7
470,14,medium,0.7
471,45,medium,0.7
472,17,medium,0.7
473,15,medium,0.7
474,17,medium,0.7
475,18,medium,0.7
476,16,medium,0.7
477,32,medium,0.7
478,58,medium,0.7
479,17,medium,0.7
480,36,medium,0.7
481,19,medium,0.7
482,34,medium,0.7
483,55,medium,0.7
484,12,medium,0.7
485,35,medium,0.7
486,15,medium,0.7
487,15,medium,0.7
488,30,medium,0.7
489,15,medium,0.7
490,16,medium,0.7
491,15,medium,0.7
492,20,medium,0.7
493,14,medium,0.7
494,8,medium,0.7
495,16,medium,0.7
496,11,medium,0.7
497,39,medium,0.7
498,22,medium,0.7
499,13,medium,0.7
500,12,medium,0.7
501,82,medium,0.7
502,14,medium,0.7
503,110,medium,0.7
504,21,medium,0.7
505,21,medium,0.7
506,10,medium,0.7
507,9,medium,0.7
508,19,medium,0.7
509,34,medium,0.7
510,28,medium,0.7
511,23,medium,0.7
512,12,medium,0.7
513,26,medium,0.7
514,23,medium,0.7
515,10,medium,0.7
516,17,medium,0.7
517,25,medium,0.7
518,34,medium,0.7
519,33,medium,0.7
520,18,medium,0.7
521,13,medium,0.7
522,43,medium,0.7
523,25,medium,0.7
524,30,medium,0.7
525,16,medium,0.7
526,11,medium,0.7
527,20,medium,0.7
528,38,medium,0.7
529,54,medium,0.7
530,19,medium,0.7
531,26,medium,0.7
532,16,medium,0.7
533,15,medium,0.7
534,26,medium,0.7
535,23,medium,0.7
536,10,medium,0.7
537,179,medium,0.7
538,12,medium,0.7
539,10,medium,0.7
540,26,medium,0.7
541,13,medium,0.7
542,18,medium,0.7
543,56,medium,0.7
544,18,medium,0.7
545,25,medium,0.7
546,18,medium,0.7
547,26,medium,0.7
548,261,medium,0.7
549,26,medium,0.7
550,11,medium,0.7
551,8,medium,0.7
552,15,medium,0.7
553,13,medium,0.7
554,13,medium,0.7
555,12,medium,0.7
556,20,medium,0.7
557,61,medium,0.7
558,23,medium,0.7
559,24,medium,0.7
560,10,medium,0.7
561,34,medium,0.7
562,18,medium,0.7
563,9,medium,0.7
564,20,medium,0.7
565,26,medium,0.7
566,16,medium,0.7
567,22,medium,0.7
568,18,medium,0.7
569,139,medium,0.7
570,12,medium,0.7
571,22,medium,0.7
572,29,medium,0.7
573,14,medium,0.7
574,10,medium,0.7
575,12,medium,0.7
576,107,medium,0.7
577,13,medium,0.7
578,12,medium,0.7
579,23,medium,0.7
580,28,medium,0.7
581,27,medium,0.7
582,80,medium,0.7
583,11,medium,0.7
584,13,medium,0.7
585,20,medium,0.7
586,25,medium,0.7
587,14,medium,0.7
588,16,medium,0.7
589,29,medium,0.7
590,20,medium,0.7
591,33,medium,0.7
592,32,medium,0.7
593,9,medium,0.7
594,74,medium,0.7
595,18,medium,0.7
596,20,medium,0.7
597,111,medium,0.7
598,17,medium,0.7
599,26,medium,0.7
